,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1175,563,no,2.0,1,3,no,47,0.3,115,7,12,211,684,3012.0,14,4,15.0,1,0,no_wifi,high cost
1176,1590,no,1.5,1,12,yes,14,0.5,187,4,15,1058,1109,2836.0,6,5,4.0,1,0,no_wifi,very high cost
1178,909,yes,0.5,1,9,no,30,0.4,97,3,10,290,773,594.0,12,0,4.0,1,1,wifi,low cost
1179,1880,no,0.5,0,0,yes,7,0.6,104,4,1,890,1019,2968.0,9,0,3.0,1,1,no_wifi,very high cost
1180,1479,yes,1.8,1,0,yes,24,0.1,146,6,0,327,1078,3762.0,12,10,5.0,1,0,no_wifi,very high cost
1181,1271,no,1.5,1,0,no,2,0.9,161,1,1,1260,1788,892.0,15,13,20.0,0,1,no_wifi,medium cost
1182,709,no,1.9,0,11,yes,13,0.1,81,8,15,570,1422,467.0,17,11,5.0,1,1,wifi,low cost
1183,1744,no,2.8,0,0,yes,62,0.7,158,1,0,621,1558,345.0,10,6,14.0,1,0,no_wifi,low cost
1184,1314,yes,2.2,0,0,yes,40,0.8,116,7,1,328,1858,3033.0,9,8,17.0,1,1,wifi,very high cost
1185,1136,no,0.5,0,0,yes,9,0.9,150,6,2,1307,1767,2110.0,9,5,16.0,1,0,wifi,high cost
1186,1039,yes,2.7,0,11,no,56,0.3,125,8,13,497,618,3105.0,14,8,5.0,0,1,wifi,high cost
1187,1300,yes,0.5,0,5,no,62,0.1,156,6,7,219,1037,874.0,15,3,10.0,1,1,no_wifi,low cost
1188,732,yes,2.3,1,7,yes,39,0.6,188,7,11,1163,1554,3681.0,19,3,15.0,1,1,wifi,very high cost
1189,511,no,0.7,1,1,yes,52,0.7,180,2,10,24,759,3865.0,8,3,7.0,1,0,wifi,high cost
1190,1092,yes,0.5,1,10,no,11,0.5,167,3,14,468,571,737.0,14,4,11.0,0,1,no_wifi,low cost
1192,1030,yes,0.5,0,4,yes,37,0.7,147,1,8,503,551,2800.0,8,6,12.0,1,0,wifi,high cost
1193,1130,no,1.8,1,0,no,27,0.9,101,1,8,1495,1579,315.0,14,5,11.0,1,1,no_wifi,low cost
1194,1299,no,2.8,1,2,no,60,0.8,187,8,6,1333,1838,1412.0,13,1,20.0,0,1,wifi,medium cost
1195,1009,yes,2.8,1,7,yes,2,0.6,115,7,15,267,1841,2286.0,19,8,13.0,1,0,no_wifi,high cost
1196,1735,no,1.8,1,16,no,34,0.1,140,2,17,149,876,2392.0,17,15,19.0,1,0,wifi,high cost
1197,1129,yes,2.8,1,0,no,49,0.5,185,2,2,1070,1079,1857.0,8,4,5.0,1,1,wifi,medium cost
1198,708,no,1.9,0,0,no,26,0.3,116,7,1,206,620,1419.0,10,6,16.0,1,1,wifi,low cost
1199,894,no,0.7,0,2,yes,58,0.1,123,2,3,158,747,3305.0,12,7,2.0,1,0,no_wifi,high cost
1200,530,no,2.4,0,1,no,32,0.3,88,6,20,48,1012,959.0,17,7,6.0,0,1,no_wifi,low cost
1201,1481,yes,2.0,1,0,no,35,0.5,105,3,0,249,522,2635.0,17,16,4.0,1,0,wifi,high cost
1202,1068,no,2.7,1,0,yes,45,0.6,194,5,1,935,1499,1754.0,17,7,9.0,1,0,wifi,medium cost
1203,1487,no,0.5,0,6,yes,57,0.7,84,3,12,140,768,2563.0,18,4,14.0,1,0,no_wifi,high cost
1205,1093,no,1.9,1,2,yes,22,0.3,196,8,14,238,807,1869.0,8,5,4.0,1,1,wifi,medium cost
1206,1816,yes,1.6,1,0,no,50,0.1,186,5,2,800,1089,3637.0,11,7,16.0,0,0,wifi,very high cost
1207,627,no,1.8,0,2,no,20,0.8,142,3,8,211,507,896.0,17,6,14.0,0,0,no_wifi,low cost
1209,1895,,0.5,0,2,yes,5,0.7,134,1,11,725,1335,774.0,15,4,6.0,1,1,no_wifi,medium cost
1210,805,yes,1.7,1,0,yes,58,0.9,168,3,10,81,1544,3397.0,7,6,2.0,1,0,no_wifi,high cost
1211,713,yes,1.6,0,7,yes,2,0.4,181,8,9,1211,1378,485.0,10,6,4.0,1,1,wifi,low cost
1212,864,no,2.5,0,10,yes,24,0.7,148,4,15,1362,1378,3964.0,13,8,12.0,1,1,no_wifi,very high cost
1213,1177,no,0.9,0,1,no,11,1.0,181,4,7,945,1923,1887.0,8,5,11.0,1,1,wifi,medium cost
1214,582,no,0.5,0,8,no,32,0.7,107,3,11,1043,1702,2977.0,6,1,20.0,0,1,wifi,high cost
1215,1898,no,1.8,1,3,yes,56,0.2,185,7,4,444,739,2114.0,10,5,19.0,1,1,wifi,high cost
1216,1158,no,0.7,1,1,yes,29,0.7,123,2,20,311,1796,1542.0,17,9,15.0,1,0,wifi,medium cost
1217,1451,yes,0.5,0,5,yes,57,0.6,181,8,12,812,1456,3038.0,15,7,18.0,1,0,wifi,very high cost
1218,1820,yes,1.4,0,5,no,51,0.9,163,7,10,202,1884,2481.0,11,9,11.0,0,0,no_wifi,high cost
1219,984,no,0.5,1,3,yes,9,0.8,140,3,20,531,707,841.0,18,15,16.0,1,0,no_wifi,low cost
1220,580,yes,2.1,1,0,no,24,0.4,135,4,5,404,898,3565.0,12,11,8.0,1,0,wifi,high cost
1221,1263,yes,2.0,0,0,no,5,0.4,146,6,3,954,1609,1958.0,9,6,,1,1,wifi,high cost
1222,1237,no,0.5,0,2,no,27,0.1,87,8,5,274,603,2454.0,14,0,8.0,1,1,wifi,high cost
1223,514,yes,1.6,0,7,yes,37,0.1,172,1,9,956,1723,3392.0,12,8,5.0,1,1,wifi,very high cost
1224,1515,,2.6,0,0,yes,56,0.9,184,3,1,1438,1593,262.0,14,4,20.0,1,1,no_wifi,low cost
1225,721,no,0.5,1,6,yes,6,0.4,194,4,9,1446,1988,530.0,8,4,8.0,1,0,wifi,low cost
1226,603,yes,2.5,1,3,no,35,0.7,126,3,16,692,1057,3703.0,13,1,9.0,0,0,wifi,very high cost
1227,1426,yes,2.5,0,2,yes,55,0.4,109,1,7,777,1032,2562.0,5,1,3.0,1,0,no_wifi,high cost
1228,1820,yes,1.7,1,0,yes,64,0.6,161,1,3,1157,1951,574.0,10,2,18.0,1,1,no_wifi,medium cost
1229,1215,no,1.0,0,4,no,16,0.1,130,4,8,454,1473,2632.0,7,1,15.0,0,0,wifi,high cost
1230,697,no,2.7,1,5,yes,20,0.4,173,2,6,478,1477,259.0,12,6,4.0,1,1,wifi,low cost
1231,717,,0.5,1,4,no,10,0.6,198,1,5,217,1106,688.0,10,7,15.0,0,1,no_wifi,low cost
1232,1348,yes,2.0,1,5,no,36,0.3,145,6,6,468,741,2554.0,19,1,12.0,0,1,no_wifi,high cost
1233,1164,yes,2.6,1,0,no,61,0.3,88,1,6,1107,1656,3859.0,11,10,17.0,0,1,no_wifi,very high cost
1234,578,yes,0.5,0,9,yes,62,0.3,170,5,13,626,1134,2977.0,15,12,5.0,1,1,wifi,high cost
1235,1971,yes,0.5,1,0,no,40,0.3,186,7,19,485,922,571.0,8,7,17.0,1,1,no_wifi,low cost
1236,1794,yes,0.5,1,5,yes,55,0.5,86,7,7,43,627,402.0,14,7,14.0,1,0,wifi,low cost
1237,1558,yes,2.5,0,2,yes,32,0.1,114,5,3,322,1385,878.0,16,5,17.0,1,1,wifi,low cost
1238,1597,yes,0.9,0,4,yes,4,0.5,85,1,19,880,1145,2130.0,8,3,15.0,1,1,no_wifi,high cost
1239,1240,no,1.6,0,0,no,39,0.1,146,2,9,1511,1756,3260.0,13,1,17.0,0,0,wifi,very high cost
1240,1994,yes,0.8,1,2,yes,7,0.6,88,8,4,667,711,454.0,11,8,6.0,1,1,no_wifi,low cost
1241,1221,no,2.3,0,7,yes,35,0.4,152,7,19,765,1899,2638.0,19,16,14.0,1,1,wifi,high cost
1242,989,yes,1.6,1,11,yes,24,0.6,156,8,17,614,679,,16,13,5.0,1,0,wifi,high cost
1243,1180,yes,1.2,0,5,yes,50,1.0,144,4,20,925,1252,1464.0,7,3,20.0,1,1,wifi,medium cost
1244,718,no,2.8,0,10,no,59,0.8,113,6,13,1185,1387,1824.0,11,9,3.0,1,1,no_wifi,medium cost
1245,1670,yes,1.6,1,0,no,47,0.8,139,8,15,1706,1886,876.0,16,0,5.0,1,1,no_wifi,medium cost
1246,534,yes,2.5,0,1,yes,21,0.3,164,7,9,347,1477,2706.0,7,5,18.0,1,1,no_wifi,high cost
1247,1566,yes,0.5,1,0,no,20,0.5,126,2,0,1603,1930,659.0,14,9,13.0,1,1,wifi,medium cost
1248,1935,no,0.5,0,0,yes,29,0.6,124,5,9,806,860,455.0,9,2,6.0,1,0,wifi,low cost
1249,504,yes,2.8,1,2,no,54,0.4,163,2,10,1207,1539,2378.0,17,11,2.0,1,0,no_wifi,high cost
1250,913,no,1.7,1,1,yes,41,0.3,103,1,14,431,1144,2278.0,15,3,18.0,1,1,no_wifi,medium cost
1251,1317,no,1.8,1,2,no,43,0.5,113,5,3,179,613,3436.0,16,13,5.0,0,1,wifi,very high cost
1252,917,yes,0.5,0,1,yes,31,1.0,88,6,2,423,909,3424.0,19,2,13.0,1,1,no_wifi,very high cost
1253,712,no,2.5,1,1,no,49,0.6,99,6,3,1131,1743,401.0,5,0,10.0,1,0,wifi,low cost
1254,1083,no,1.0,0,6,no,52,0.9,126,2,20,925,1469,681.0,19,18,19.0,1,1,wifi,low cost
1255,1039,no,0.6,0,5,yes,6,0.1,136,6,8,62,544,3212.0,15,7,7.0,1,0,wifi,high cost
1256,1747,no,0.5,0,4,no,13,0.7,185,6,12,800,873,3105.0,7,1,10.0,1,0,no_wifi,very high cost
1257,1449,yes,0.5,1,0,no,52,0.6,105,6,0,211,947,2036.0,5,1,10.0,0,1,no_wifi,medium cost
1258,1872,yes,0.5,1,14,no,49,0.2,139,7,18,81,1389,3153.0,16,15,5.0,1,1,no_wifi,very high cost
1259,1796,no,1.6,1,5,no,7,0.1,101,4,6,667,798,1642.0,9,4,3.0,0,1,wifi,medium cost
1260,1097,no,1.4,0,0,no,60,0.8,181,1,17,405,519,509.0,15,12,12.0,1,0,no_wifi,low cost
1261,1562,no,0.5,1,1,yes,20,0.8,172,8,10,678,1676,3465.0,16,11,6.0,1,1,no_wifi,very high cost
1262,1433,yes,2.3,0,8,yes,27,0.9,153,7,12,1619,1651,3900.0,18,16,2.0,1,0,wifi,very high cost
1263,740,no,1.8,0,1,no,12,0.2,123,1,11,935,1147,1105.0,7,6,19.0,0,1,wifi,low cost
1264,676,no,2.2,0,1,yes,39,0.2,84,1,5,864,1011,2064.0,13,7,6.0,1,0,no_wifi,medium cost
1265,503,yes,1.8,1,1,yes,13,0.7,131,1,4,1495,1688,3117.0,19,6,9.0,1,0,wifi,very high cost
1266,1020,no,1.5,0,13,yes,7,0.7,96,3,18,870,1613,1142.0,13,9,8.0,1,0,wifi,medium cost
1267,896,no,1.0,1,3,yes,4,0.3,111,1,4,1379,1469,1060.0,12,10,4.0,1,1,wifi,medium cost
1268,1824,yes,0.8,0,4,yes,19,0.9,143,2,5,1055,1738,2381.0,14,1,5.0,1,0,no_wifi,high cost
1269,1512,no,0.6,1,1,yes,54,0.4,134,3,2,220,1838,3366.0,7,3,11.0,1,0,wifi,very high cost
1270,1053,no,2.9,0,7,no,42,0.9,126,6,17,419,1261,1339.0,17,0,14.0,0,0,wifi,low cost
1271,1944,yes,1.8,1,0,yes,31,0.8,87,4,10,1111,1362,2560.0,7,3,8.0,1,0,no_wifi,very high cost
1272,1174,no,0.7,1,1,yes,25,0.8,91,2,8,1097,1461,285.0,19,7,3.0,1,0,wifi,low cost
1273,627,yes,1.6,1,3,yes,12,0.2,131,7,17,447,819,2476.0,17,1,10.0,1,0,no_wifi,medium cost
1274,1602,no,2.7,0,4,yes,46,0.6,118,1,5,273,1062,1862.0,16,9,2.0,1,0,wifi,medium cost
1275,1733,yes,1.5,1,4,yes,6,0.9,170,1,15,590,997,3488.0,6,4,10.0,1,1,wifi,very high cost
1276,586,no,1.4,1,10,yes,8,0.5,142,8,14,116,598,3178.0,9,7,10.0,1,0,wifi,high cost
1277,1528,no,2.4,0,2,no,37,0.2,156,8,3,306,564,733.0,15,0,14.0,1,1,no_wifi,low cost
1278,875,no,0.7,0,2,no,23,0.1,110,7,7,300,1316,756.0,14,5,6.0,0,0,no_wifi,low cost
1279,1602,no,0.6,0,12,no,58,0.4,170,1,13,1259,1746,3622.0,17,2,17.0,0,1,wifi,very high cost
1280,1426,no,1.6,0,4,yes,12,0.7,174,5,16,1573,1694,1277.0,14,9,5.0,1,0,no_wifi,medium cost
1281,1370,no,1.4,0,5,yes,6,0.2,158,6,8,1392,1783,3703.0,13,10,11.0,1,1,no_wifi,very high cost
1283,840,no,1.2,1,5,yes,15,0.3,178,6,8,526,1728,2636.0,12,2,6.0,1,1,no_wifi,high cost
1284,991,no,2.0,0,2,yes,12,0.3,158,5,6,1209,1678,2014.0,11,9,10.0,1,0,no_wifi,high cost
1285,1724,yes,1.8,0,0,yes,9,0.8,100,2,1,655,828,3056.0,18,16,6.0,1,0,no_wifi,very high cost
1286,584,yes,1.8,0,0,yes,19,0.3,168,3,0,1123,1622,465.0,12,8,4.0,1,1,no_wifi,low cost
1287,860,yes,1.3,1,1,yes,49,0.7,141,6,13,692,979,3869.0,16,14,20.0,1,1,wifi,very high cost
1288,1541,yes,2.8,1,10,yes,28,0.2,165,5,15,796,1052,1108.0,12,1,7.0,1,0,wifi,medium cost
1289,615,yes,0.5,1,7,no,58,0.5,130,5,8,1021,1958,1906.0,14,5,5.0,1,0,no_wifi,medium cost
1290,912,yes,2.8,1,6,yes,46,0.4,84,4,11,995,1310,851.0,8,4,4.0,1,1,wifi,low cost
1291,1278,yes,1.2,0,10,yes,60,0.6,172,7,14,1244,1504,3142.0,11,4,19.0,1,0,wifi,very high cost
1292,1365,no,0.6,0,0,yes,31,0.3,125,4,0,293,970,1300.0,14,7,13.0,1,0,wifi,low cost
1293,1702,no,1.0,0,7,no,36,0.1,177,5,9,1240,1931,1430.0,8,6,10.0,0,0,no_wifi,high cost
1294,589,yes,0.5,0,1,yes,59,0.7,146,8,4,759,1858,362.0,16,10,6.0,1,1,wifi,low cost
1295,1347,no,1.5,1,10,no,56,0.3,95,1,19,398,1528,2456.0,13,0,13.0,1,1,wifi,high cost
1296,1644,no,2.8,0,0,yes,44,1.0,137,8,0,358,791,2360.0,7,4,19.0,1,0,no_wifi,high cost
1297,956,no,1.9,1,1,no,42,0.1,133,7,11,403,1614,3700.0,10,0,7.0,1,1,no_wifi,very high cost
1298,1089,no,1.4,1,10,no,2,0.1,153,7,20,211,1409,2620.0,7,5,13.0,1,0,no_wifi,high cost
1299,871,no,0.6,0,2,no,52,0.1,178,3,3,194,1437,437.0,14,7,17.0,1,0,no_wifi,low cost
1300,664,no,1.5,0,5,yes,6,0.9,164,2,19,1076,1472,3774.0,11,5,18.0,1,0,no_wifi,very high cost
1301,1874,yes,0.6,0,1,no,19,0.8,192,2,9,1238,1418,1218.0,15,10,17.0,0,1,no_wifi,medium cost
1302,1928,no,2.6,0,5,no,5,0.8,162,5,16,229,1004,696.0,14,12,15.0,1,1,wifi,low cost
1303,888,no,2.6,1,2,yes,33,0.4,198,2,17,327,1683,3407.0,12,1,20.0,1,0,no_wifi,very high cost
1304,1077,yes,1.7,1,1,no,58,0.8,86,7,13,135,1892,3902.0,9,3,3.0,1,0,no_wifi,very high cost
1305,1023,yes,2.3,1,5,yes,30,0.2,80,8,7,5,1744,2086.0,10,0,19.0,1,1,wifi,medium cost
1306,1426,yes,0.8,0,2,yes,42,0.6,84,3,10,715,1163,1356.0,15,9,16.0,1,0,wifi,medium cost
1307,831,no,1.7,1,7,yes,26,0.7,177,5,11,511,621,1704.0,6,5,20.0,1,1,wifi,low cost
1308,1496,yes,1.3,1,0,yes,6,0.5,85,3,9,549,1383,3571.0,16,1,11.0,1,1,wifi,very high cost
1309,1433,yes,2.3,0,2,yes,5,0.1,129,5,11,420,784,2132.0,18,15,19.0,1,0,wifi,medium cost
1310,1095,yes,2.6,1,0,yes,44,0.7,103,4,5,838,1066,3209.0,13,11,8.0,1,1,wifi,very high cost
1311,643,yes,0.7,1,3,yes,23,0.8,156,1,9,314,1400,2096.0,13,6,2.0,1,0,no_wifi,medium cost
1312,1142,yes,1.1,0,0,yes,6,0.5,198,4,0,739,1766,1273.0,19,0,6.0,1,0,no_wifi,medium cost
1313,730,yes,0.5,1,3,yes,27,0.1,112,5,10,62,846,3623.0,9,4,15.0,1,1,no_wifi,high cost
1314,1901,yes,0.5,0,5,yes,41,0.6,131,2,17,3,1662,368.0,5,1,12.0,1,0,no_wifi,low cost
1315,1510,no,0.6,1,1,no,32,0.7,135,3,8,963,1520,854.0,8,2,10.0,1,0,wifi,medium cost
1316,1924,no,4.0,0,0,yes,59,0.9,136,6,0,1438,1923,3646.0,10,9,16.0,1,0,wifi,very high cost
1317,1825,no,1.1,1,13,yes,17,0.1,157,4,18,1621,1773,3130.0,12,4,2.0,1,0,wifi,very high cost
1318,1275,yes,0.5,1,3,yes,5,0.2,152,1,9,19,501,3784.0,13,4,4.0,1,1,no_wifi,very high cost
1319,987,yes,2.3,0,9,no,17,0.8,124,7,17,887,1274,3885.0,11,0,14.0,1,1,no_wifi,very high cost
1320,1538,yes,2.3,0,6,yes,13,0.2,121,7,7,567,986,1494.0,18,10,12.0,1,1,wifi,medium cost
1321,1965,yes,0.5,0,4,yes,29,0.5,149,5,13,584,676,2973.0,11,1,20.0,1,1,wifi,very high cost
1322,808,,1.9,0,7,no,20,0.8,185,6,14,496,974,,13,4,11.0,0,1,no_wifi,low cost
1323,712,no,0.5,0,6,no,27,0.5,86,2,11,1245,1309,2001.0,11,10,12.0,1,1,wifi,medium cost
1324,1507,yes,0.9,1,0,yes,42,0.4,123,5,0,682,888,1486.0,15,3,19.0,1,0,no_wifi,medium cost
1325,912,no,0.7,0,3,no,47,0.9,182,3,6,724,794,1321.0,7,2,6.0,0,1,wifi,low cost
1326,769,yes,1.2,0,2,no,17,0.1,95,8,4,1384,1454,1877.0,18,2,11.0,0,0,wifi,medium cost
1327,948,no,2.3,0,14,no,22,0.1,173,5,20,257,1654,,11,7,19.0,1,1,wifi,very high cost
1328,507,yes,1.9,1,0,yes,39,0.7,142,1,0,17,1084,2124.0,6,0,12.0,1,1,no_wifi,medium cost
1329,1384,yes,2.8,1,15,no,60,0.1,82,3,18,983,1210,1221.0,18,12,15.0,1,0,wifi,medium cost
1330,1766,yes,1.3,0,1,no,29,0.5,194,8,20,439,1306,2316.0,19,2,6.0,0,0,wifi,high cost
1331,1407,no,1.8,1,5,yes,16,0.2,170,4,6,925,1206,1068.0,6,0,8.0,1,1,no_wifi,medium cost
1332,614,no,2.9,1,3,yes,24,0.2,94,4,7,409,603,1930.0,13,12,4.0,1,0,wifi,medium cost
1333,1972,no,2.9,0,9,no,14,0.4,196,7,18,293,952,1316.0,8,1,8.0,1,1,no_wifi,medium cost
1334,1039,no,0.5,1,8,no,47,0.2,130,8,9,384,1878,1742.0,18,12,15.0,1,0,no_wifi,medium cost
1335,511,yes,3.0,1,5,yes,34,0.9,125,8,13,149,1285,3265.0,14,7,14.0,1,0,no_wifi,high cost
1336,1811,yes,2.5,0,4,yes,5,0.6,98,4,16,447,568,2700.0,13,7,8.0,1,1,wifi,high cost
1337,1159,no,1.5,0,3,no,36,0.4,104,4,8,717,1206,2115.0,8,7,18.0,0,0,no_wifi,high cost
1338,1848,no,1.3,1,7,no,12,0.1,178,2,19,195,533,3915.0,9,7,8.0,0,0,wifi,very high cost
1339,1988,yes,0.5,0,0,yes,16,0.1,94,8,1,153,696,3144.0,16,2,14.0,1,0,no_wifi,very high cost
1340,1469,no,0.5,0,3,yes,58,0.5,150,7,8,1699,1850,1571.0,17,16,2.0,1,0,no_wifi,high cost
1341,1423,no,0.6,0,12,no,44,0.8,131,5,13,501,640,2253.0,10,8,9.0,0,0,no_wifi,medium cost
1342,1974,no,0.5,1,9,no,10,0.8,145,6,12,530,1496,1433.0,6,1,17.0,0,0,no_wifi,medium cost
1343,835,no,0.8,1,2,yes,42,0.8,128,5,18,396,1378,2583.0,15,2,13.0,1,1,wifi,high cost
1344,1429,no,0.6,0,8,no,42,0.9,151,5,9,670,1552,1817.0,6,1,16.0,1,0,no_wifi,medium cost
1345,947,yes,0.5,0,1,yes,51,0.1,144,2,15,193,887,2915.0,17,1,6.0,1,1,wifi,high cost
1346,1446,yes,2.8,1,0,yes,18,0.3,178,8,1,351,1769,3340.0,8,0,16.0,1,1,wifi,very high cost
1347,1332,no,1.3,1,5,yes,7,0.8,168,7,19,846,855,2790.0,19,11,10.0,1,1,no_wifi,high cost
1348,1498,yes,1.2,1,0,yes,14,0.1,191,4,1,111,1167,577.0,14,12,12.0,1,1,no_wifi,low cost
1349,1576,yes,0.9,1,0,yes,14,0.4,173,2,4,1213,1386,3220.0,17,2,6.0,1,1,no_wifi,very high cost
1350,1398,no,1.6,1,8,yes,26,0.8,150,1,12,755,1284,3488.0,14,3,11.0,1,1,no_wifi,very high cost
1351,1885,no,2.4,1,12,yes,14,0.6,92,4,15,1406,1517,1277.0,9,6,16.0,1,0,wifi,medium cost
1352,798,yes,0.5,1,7,no,2,0.8,148,2,15,497,627,3593.0,14,9,3.0,0,1,no_wifi,high cost
1353,1436,no,2.5,1,0,yes,42,0.9,124,8,1,1826,1836,2736.0,12,5,19.0,1,1,no_wifi,very high cost
1354,1998,,1.2,0,8,no,31,0.6,196,8,19,50,1356,2311.0,17,9,18.0,1,1,no_wifi,high cost
1355,1321,yes,1.3,0,0,yes,63,0.4,109,8,9,817,941,1464.0,7,6,16.0,1,1,wifi,medium cost
1356,1021,no,1.3,0,7,no,9,0.7,192,2,12,901,1793,1355.0,6,1,14.0,1,1,no_wifi,medium cost
1357,1339,yes,4.0,1,0,no,40,0.1,123,2,1,212,1269,2382.0,6,4,7.0,1,0,wifi,high cost
1358,1210,yes,1.6,1,9,no,57,0.5,111,4,20,329,1039,1886.0,16,0,17.0,1,0,wifi,medium cost
1359,1949,yes,0.5,1,2,yes,31,0.1,145,5,9,837,1182,832.0,7,3,19.0,1,0,no_wifi,medium cost
1360,882,no,0.7,1,9,yes,28,0.2,151,6,16,248,884,751.0,19,11,8.0,1,0,wifi,low cost
1361,1549,yes,1.5,1,0,yes,27,0.4,113,5,7,632,1162,436.0,10,8,11.0,1,0,no_wifi,low cost
1362,1991,no,2.2,1,1,yes,42,0.7,82,1,13,366,613,722.0,6,5,10.0,1,1,no_wifi,low cost
1363,796,no,0.5,0,2,no,12,0.5,114,1,8,174,518,1075.0,7,3,2.0,0,1,no_wifi,low cost
1364,1012,no,2.0,1,4,no,39,0.1,161,4,6,882,1195,2802.0,8,0,10.0,1,1,no_wifi,high cost
1365,1318,no,1.9,1,0,yes,11,0.8,188,2,15,688,1591,1780.0,12,10,,1,0,no_wifi,medium cost
1366,1708,no,0.8,0,8,yes,14,0.9,197,4,16,263,1345,1247.0,19,16,16.0,1,0,no_wifi,medium cost
1368,541,yes,2.3,0,4,no,51,0.4,200,8,17,1012,1226,403.0,11,2,12.0,0,0,no_wifi,low cost
1369,818,no,0.5,1,2,yes,23,0.2,192,5,17,586,1552,2518.0,19,12,3.0,1,1,no_wifi,high cost
1370,1414,no,0.5,0,0,yes,15,0.8,168,2,0,294,1233,1069.0,18,6,14.0,1,0,no_wifi,low cost
1371,601,yes,1.7,1,3,yes,6,0.8,169,4,11,818,1827,2651.0,14,8,9.0,1,0,wifi,high cost
1372,561,yes,2.8,1,2,yes,40,0.1,99,7,6,426,865,2974.0,15,12,19.0,1,0,wifi,high cost
1373,1616,yes,2.3,1,3,no,52,0.1,100,5,8,151,1133,657.0,7,3,2.0,1,1,no_wifi,low cost
1374,1263,yes,1.4,1,1,yes,32,0.4,103,2,2,409,644,3372.0,18,13,10.0,1,1,no_wifi,very high cost
1375,1604,yes,1.9,1,0,yes,63,0.6,93,5,2,641,1156,1464.0,15,9,20.0,1,1,no_wifi,medium cost
1376,539,no,2.0,1,1,no,24,0.5,86,4,2,958,967,1326.0,7,4,3.0,1,1,no_wifi,low cost
1377,1071,no,2.6,0,0,no,49,0.3,199,4,5,1328,1970,3393.0,6,5,7.0,1,0,no_wifi,very high cost
1378,826,no,0.5,1,0,yes,57,0.5,135,2,0,354,530,323.0,17,3,7.0,1,0,wifi,low cost
1379,771,no,2.9,0,2,no,62,0.7,106,1,8,1709,1781,1628.0,9,3,6.0,0,1,no_wifi,medium cost
1380,1811,no,2.9,0,0,no,33,0.2,132,8,2,1099,1553,2610.0,8,3,13.0,1,1,no_wifi,very high cost
1381,1842,yes,2.2,1,7,no,56,0.4,179,4,10,783,1227,3721.0,16,11,4.0,0,1,wifi,very high cost
1382,1420,no,2.8,1,1,no,50,0.1,100,8,8,194,1393,763.0,17,1,17.0,0,1,wifi,low cost
1384,1163,yes,1.9,0,6,no,2,0.9,133,5,20,919,1076,1568.0,14,0,19.0,1,0,no_wifi,medium cost
1385,1805,yes,0.5,0,0,no,29,0.2,182,4,2,758,891,1276.0,19,4,17.0,0,1,no_wifi,medium cost
1386,610,yes,1.6,1,9,no,52,0.4,90,4,19,1039,1273,3472.0,10,4,12.0,1,1,wifi,very high cost
1387,1533,yes,1.1,1,18,yes,17,0.3,160,4,20,1054,1393,2520.0,8,2,11.0,1,0,wifi,high cost
1388,1924,no,0.5,0,3,yes,63,0.3,111,2,10,122,686,3423.0,13,3,19.0,1,0,no_wifi,very high cost
1389,1801,no,0.5,1,6,no,52,0.9,120,6,10,100,1708,258.0,14,8,9.0,1,0,no_wifi,low cost
1390,1726,yes,1.9,0,1,yes,42,0.6,106,5,3,1221,1804,1868.0,16,7,6.0,1,0,no_wifi,high cost
1391,794,no,2.5,1,15,no,14,0.6,197,3,19,312,1376,2171.0,19,8,18.0,0,0,wifi,medium cost
1392,1686,yes,0.5,1,4,no,28,0.8,182,5,8,599,1073,780.0,11,10,5.0,0,0,no_wifi,low cost
1393,1444,yes,2.1,1,0,no,6,0.9,103,1,1,1274,1340,712.0,17,5,10.0,0,0,no_wifi,low cost
1394,1004,no,1.6,1,0,yes,30,1.0,160,8,1,62,581,1012.0,7,4,13.0,1,1,wifi,low cost
1395,1242,yes,2.4,0,8,no,28,0.2,166,4,9,315,1796,318.0,11,10,19.0,1,0,no_wifi,low cost
1396,539,no,1.5,0,6,yes,26,0.2,137,6,8,1123,1709,3948.0,18,11,15.0,1,1,wifi,very high cost
1397,717,no,1.1,1,2,yes,14,0.1,99,8,6,1878,1981,629.0,16,15,20.0,1,0,no_wifi,low cost
1398,1540,no,0.7,1,0,yes,29,0.1,157,7,1,318,831,1161.0,11,8,5.0,1,0,no_wifi,low cost
1399,672,no,0.5,0,7,yes,35,0.1,99,8,17,574,1267,1403.0,16,7,6.0,1,0,no_wifi,low cost
1400,1325,yes,0.5,0,0,yes,13,1.0,133,4,8,1353,1915,3707.0,19,3,18.0,1,1,no_wifi,very high cost
1401,950,no,0.5,0,6,yes,55,0.1,124,8,7,86,1681,1305.0,6,5,4.0,1,0,wifi,low cost
1402,948,no,1.5,1,6,no,18,0.3,119,4,7,340,1728,2926.0,17,13,9.0,1,1,wifi,high cost
1403,1328,yes,0.5,0,5,yes,27,0.3,144,3,18,602,1156,2674.0,7,2,5.0,1,0,wifi,high cost
1404,1447,no,0.5,0,3,no,40,0.7,184,2,5,963,1062,471.0,8,4,20.0,0,0,wifi,low cost
1405,1973,yes,0.5,1,3,no,21,0.8,95,8,7,127,507,1724.0,12,10,8.0,0,0,wifi,medium cost
